Text,Type
m the king of the world,Quote
men who undergo a revolutionary medical technique,Plot
a freelance former us intelligence agent tracking down a mysterious package,Plot
tom hanks matt damon edward burns,Actor
tom sizemore,Actor
meat loaf,Actor
as an ambulance paramedic struggling to keep his sanity,Plot
julie taymor,Director
historical thriller,Genre
film adaptation of a william shakespeare play,Origin
ron livingston jennifer aniston david herman,Actor
diedrich bader,Actor
based on the stephen king novel,Origin
the lives of guards on death row,Plot
cole sear,Character_Name
a boy who communicated with spirits,Plot
al pacino dennis quaid cameron diaz,Actor
centers around a computer hacker who learns about reality from mysterious rebels,Plot
best picture oscar win,Award
a man shuffling through a dream where he meets different people,Plot
based off of the j r r tolkien book of the same name,Origin
misfit ant,Plot
a young musician trying to survive in the warsaw ghetto,Plot
cate blanchett,Actor
danny trejo from his troubled childhood through present day,Plot
james mangold,Director
the lives of johnny cash and june carter cash,Plot
a washed up boxer who came back to become a champion,Plot
a magician uses his abilities to secure the love of a woman,Plot
jean dominique bauby,Character_Name
his trouble with locked in syndrome,Plot
parody comedy,Genre
made fun of everyone from the jonas brothers tiger woods and the twilight series,Plot
shimit amin,Director
indian field hockey players,Plot
the adventure of a lonely waste collecting robot who goes on a journey in outer space,Plot
computer animated martial arts comedy,Genre
japanese animated fantasy,Genre
brunhilde,Character_Name
the fish girl,Plot
place in the year 2019 when a plague has transformed almost every human into vampires,Plot
sam worthington zoe saldana stephen lang,Actor
laurie strode,Character_Name
action adventure comedy,Genre
troubled spy,Plot
continuation of a trailer,Relationship
film grindhouse,Relationship
a cia agent on the run after being accused of being a russian spy,Plot
allen coulter,Director
centered on two new lovers,Plot
group of strangers including arch angel,Plot
micheal,Character_Name
fighting for the fate of humanity,Plot
andy tennant,Origin
jennifer aniston gerard butler gio perez,Actor
joel garland,Actor
a criminal mastermind who uses a trio of girls as pawns for a grand scheme,Plot
jackie chan amber valletta billy ray cyrus,Actor
madeline carroll,Actor
a record company intern hired to accompany an out of control british rock star,Plot
efforts of,Plot
joan and aileen crowley,Character_Name
to find a researcher who might develop a cure for their children s rare genetic disorder,Plot
julia roberts jamie foxx anne hathaway,Actor
sequal,Relationship
the haunting of a home in carlsbad california,Plot
a troubled evangelical minister agreeing to be filmed by a documentary crew,Plot
story of a girl who gets mixed up with a spy trying to clear his name,Plot
steve carell paul rudd stephanie szostak,Actor
zack galifiankis,Actor
jim field smith,Director
jay baruchel alice eve t j miller,Actor
mike vogel,Actor
jon turteltaub,Director
nicolas cage jay baruchel alfred molina,Actor
teresa palmer,Actor
jorma taccone,Director
will forte kristen wiig val kilmer,Actor
ryan phillippe,Actor
eric balfor donald faison brittany daniel,Actor
scottie thompson,Actor
mike mitchell,Director
mike myers cameron diaz,Actor
monster film,Genre
joe johnston,Director
academy award for best makeup,Award
centered around the inhabitants of a small iowa town plagued by insanity,Plot
a cia special forces team that was betrayed and left for dead by their superiors,Plot
the story of a 1973 triple crown winner,Plot
superhero alter ego,Plot
once again battling evil and saving the day,Plot
paul w s anderson,Director
milla jovovich,Actor
out to destroy the umbrella corporation,Plot
peter weir,Director
jim sturgess ed harris colin farrell,Actor
mark strong,Actor
siberian gulag escapees walking over land 4 000 miles to freedom in india,Plot
two totally opposite eighth graders as they start to have feeling for one another,Plot
robert luketic,Director
katherine heigl ashton kutcher tom selleck,Actor
historic crime drama,Genre
robin wright james mcavoy,Actor
tom wilkinson,Actor
robert schwentke,Director
bruce willis helen mirren morgan freeman,Actor
mary louise parker,Actor
a man s realization that he was the sperm donor for his best friend s son,Plot
a guy and a girl in a cross country relationship,Plot
two single adults becoming caregivers to an orphaned girl when their mutual best friends die in an accident,Plot
a physical therapist falling for the basketball player she is helping,Plot
a new york city couple turning their usually dull lives in for a few thrills,Plot
maggie murdock,Character_Name
jamie randall,Character_Name
america ferrera forest whitaker carlos mencia lance gross,Actor
regina king,Actor
romantic crime drama,Genre
as a married couple,Plot
romantic thriller,Genre
johnny depp angelina jolie paul bettany timothy dalton,Actor
steven berkoff,Actor
centers around the son of a virtual world designer who goes looking for his father,Plot
gordon gekko,Character_Name
greed is good,Quote
spy comedy,Genre
retired spy and falls in love with his next door neighbor,Plot
set in 1954,Plot
u s marshal,Plot
teddy daniels,Character_Name
investigating the disappearance of a murderess who escaped a mental hospital,Plot
a community college professor attempting to break his wife out of prison,Plot
a u s army officer who goes rogue after discovering covert and faulty intelligence,Plot
denzel washington rosario dawson,Actor
four couples again struggling to save their marriages at their annual retreat,Plot
a serial killer returning to his hometown to stalk children,Plot
a 16 year old girl raised by her father to be the perfect assassin,Plot
a futuristic holy man battling vampires on behalf of a totalitarion organization known as the church,Plot
depicted six oil workers led by a skilled huntsman after their plane crashed in alaska,Plot
a small family moving into a 19 th century rhode island mansion only to find their daughter witnessing paranormal activity,Plot
seth green joan cusack,Actor
dan fogler,Actor
johnny depp isla fisher timothy olyphant,Actor
abigail breslin,Actor
kristen stewart robert pattinson,Actor
depicts a father moving his young family to the countryside,Plot
matt damon scarlett johansson,Actor
carlos saldanha,Director
jesse eisenberg anne hathaway,Actor
george lopez,Actor
charles martin smith,Director
morgan freeman ashley judd,Actor
harry connick jr,Actor
a man who goes to represent his company at an annual insurance convention,Plot
two men peeing in a fountain when lightning strikes and makes them switch bodies,Plot
playing a mysterious hollywood stuntman and mechanic,Plot
louis roulet,Character_Name
a man with a foolproof plan to beat the system,Plot
comic superhero,Genre
an alien ring giving a test pilot superpowers,Plot
dennis dugan,Director
adam sandler jennifer aniston nicole kidman,Actor
nicolas cage ron perlman claire foy,Actor
stephen campbell moore,Actor
love is never ugly,Quote
centers around two husbands having difficulties in their marriages,Plot
based on a book by david nicholls,Origin
gary mckendry,Director
jason statham clive owen robert deniro,Actor
dominic purcell,Actor
centers around two young sisters who befriend an invisible entity residing in their home,Plot
american seminary student who travels to italy to take an exorcism course,Plot
independent horror,Genre
elizabeth olsen,Actor
about a girl haunted by her parent s abuse,Plot
a group of friends witnessing a train crash during the summer of 1979,Plot
a young man who sets out to uncover the truth about his life,Plot
jonathan levine,Director
centered on a guy who learns he has cancer,Plot
luke greenfield,Director
ginnifer goodwin kate hudson colin egglesfield,Actor
john krasinski,Actor
mark mylod,Director
martin scorses,Director
set in 1930 s paris and centers on an orphan living in a train station s walls,Plot
michael dowse,Director
topher grace anna faris dan fogler,Actor
aspiring author detailing the african american maids point of view on white families during the 1960 s,Plot
climbing a tall structure to steal something,Plot
eddie morra,Character_Name
discovers a top secret drug,Plot
husband s life change after his wife asks him for a divorce,Plot
kristen wiig maya rudolph rose byrne melissa mccarthy,Actor
a man discovering that his best friend s wife is having an affair,Plot
ryan reynolds blake lively peter sarsgaard mark strong,Actor
there s a reason we ve never gone back to the moon,Quote
jeremy irvine peter mullan emily watson,Actor
david thewlis,Actor
god of thunder being striped of his power and exiled to earth,Plot
based on a fairy tail,Origin
a young woman,Plot
valerie,Character_Name
and her love,Plot
peter,Character_Name
his crew of street racers planning a massive heist,Plot
a vengeful father chasing after the men who killed his daughter,Plot
finds college student sara the victim of a dangerous and violent obsession,Plot
visited again by the ghostface killer,Plot
will gluck,Director
mila kunis justin timberlake jenna elfman,Actor
patricia clarkson,Actor
owen wilson rachel mcadams kurt fuller,Actor
action drama,Genre
centered on a young cia agent tasked with looking after a fugitive,Plot
a homicide detective pushed to the brink of his moral and physical limits,Plot
andrew dominik,Director
brad pitt ray liotta richard jenkins,Actor
james gandolfini,Actor
depicts a dramatization of the 1980 operation to free american hostages in iran,Plot
bradley parker,Director
centers around six tourists who hire a tour guide to take them to an abandoned city,Plot
centered around a high school biology teacher who looks to become a successful mixed martial arts fighter,Plot
a father,Plot
his son,Plot
three high school seniors throwing a birthday party to make a name for themselves,Plot
ben stiller vince vaughn jonah hill richard ayoade,Actor
rosemarie dewitt,Actor
paul rudd jennifer anniston,Actor
a couple who experiment by living the rural life,Plot
1994 novel of the same name by janet evanovich,Origin
back to the original story,Plot
bilbo,Character_Name
by j r r tolkien,Origin
his previous film in bruges,Relationship
a plane crash victim trying to evade a pack of wolves,Plot
gerard butler jessica biel dennis quaid,Actor
william brent bell,Director
mother,Plot
to jennifer lawrence,Actor
move to a new town,Plot
larry charles,Director
sacha baron cohen anna faris,Actor
centers around two top cia operatives who wage an epic battle against each other when they discover they are dating the same woman,Plot
michael sucsy,Director
rachel mcadams channing tatum sam neill,Actor
based on a popular comic series,Origin
a young man who is given super powers,Plot
jennifer garner,Actor
a childless couple wishing for a baby,Plot
a u s marine who travels to louisiana after serving three tours in iraq,Plot
milla jovovich sienna guillory,Actor
michelle rodriguez,Actor
peter berg,Director
alexander skarsgard taylor kitsch brooklyn decker,Actor
western drama,Genre
leonardo dicaprio jamie foxx christoph waltz,Actor
robert lorenz,Director
clint eastwood amy adams john goodman,Actor
ed lauter,Actor
centered around an airline pilot who saves a flight from crashing,Plot
a couple trying to tie the knot,Plot
assassins whose final well paying hit job are for themselves,Plot
features assassins who kill their time traveling targets with the blunderbuss,Plot
cat woman,Character_Name
depicts a police force in a midwestern town searching for a killer santa claus,Plot
a police psychologist trying to talk down an ex con from jumping off a manhattan hotel while a diamond heist is being committed,Plot
retired cia operative,Plot
bryan mills,Character_Name
famke janssen,Actor
taken hostage,Plot
tim story,Director
four friends who turn the tables on their women,Plot
todd lincoln,Director
ashley greene sebastian stan julianna guilll,Actor
tom felton,Actor
centered around a wall street investment banker who has been set up as the fall guy in his company s ponzi scheme,Plot
thandie newton,Actor
as a homeless mother working as a cleaning lady,Plot
the story of oakland a s general manager billy beane,Origin
a monarch with a serious impediment,Plot
the man of steel,Plot
life of a former getaway driver and the things he must to do to finally be free of his past,Plot
tarsem singh,Director
henry cavill,Actor
freida pinto,Actor
phaedra,Character_Name
harry callahand,Character_Name
making his own rules delivering justice through this 44 magnum revolver,Plot
adaptation of the cinderella fairytale,Origin
american super hero,Genre
alien superhuman with a famous and powerful hammer,Plot
a really pathetic beat up looking christmas tree,Plot
features two warring houses of lawn gnomes that takes a fresh spin on a shakespeare classic,Plot
a spell put on the main character,Plot
the adventrues of the son of dancing penguin mumble,Plot
who returns to his homeland to reclaim the crown from his,Plot
animated pixar,Genre
about a father clownfish tenaciously following the trail of his fish napped son through the ocean outside of sydney australia,Plot
black and white horror,Genre
monster vampire,Plot
based on a book by bram stroker,Origin
classic epic,Opinion
a story about 7 warriors facing unimaginable odds,Plot
liam nieson,Actor
heart stopping,Opinion
boxing centric,Genre
italian stallion,Character_Name
inspired legions of fans to workout,Plot
eye of the tiger,Soundtrack
boxing movie drama,Genre
tells the story of mickey ward and his narcotic addicted brother dickey,Plot
a wild boar and a meerkat raise a lion cub,Plot
a timid clownfish who sets out on a journey to bring back his son who has been captured in the great barrier reef and taken to sydney,Plot
julia louie dreyfus,Actor
hate with every fiber of her being,Plot
the misadventures of two druggies trying to find adventure in the city of sin,Plot
disney fairy tale,Genre
beautiful princess in search for her prince charming with the aide of seven friends,Plot
classic disney,Genre
takes place in africa,Plot
hakkuna mattata,Soundtrack
an enormous killer shark,Plot
one of the most popular movie themes of all time,Soundtrack
cold war,Genre
a small california town whose inhabitants are replaced by emotionless invaders from outer space,Plot
three friends who all work for terrible people in a triple murder plot,Plot
attempting to get into the christmas spirit but ultimately fails to,Plot
a small boy have to stay by himself after his family goes on vacation and forgets him,Plot
a rock star,Plot
the record company employee appointed to babysit him,Plot
comedy thriller,Genre
a father attempts to make the birth of his baby in time,Plot
computer animated children s comedy,Genre
two wolves from the same pack on a quest to return home,Plot
a young red headed girl that was great with a bow,Plot
a princess ends up in a glass casket after biting into a poisoned apple,Plot
a wooden doll who s trying to become a real boy,Plot
eerie music,Genre
josh fox,Director
a professional football player for the chicago bear who is diagnosed with cancer,Plot
featured the trials and tribulations of a southern bell during the civil war,Plot
focuses on a young warrior and his small friend,Plot
classic shakespeare tragedy,Origin
unravels the mystery of who killed the king and why,Plot
a new universe with a mysterious tree and blue folks,Plot
rise to power and the creation of facebook,Plot
richard marquand,Director
the first in a famous series to include ewoks,Relationship
a revolutionary looking to overthrow the kingdom of england,Plot
an estranged father and son trying to connect amidst the world of robot boxing,Plot
the adventures of a high school student and an eccentric scientist as they use a delorean time machine to time travel,Plot
that haunts the dreams of teenagers eventually killing them,Plot
time traveling killer robots sent into the past to assassinate the parents of future enemies,Plot
working in a less than legal broker firm,Plot
post abduction,Plot
action western,Genre
centers around a man s failed marriage and his attempts to put his romantic life back together with the help of a young pro,Plot
a man under contract in the pursuit of his ex wife,Plot
young man who is draped in explosives and forced to rob a bank,Plot
no l coward,Origin
based on his 1936 one act play still life,Origin
marks the end of,Relationship
peter jackson s,Director
epic middle earth trilogy,Relationship
large variety of actors and actresses all interacting in separate vignettes around a holiday dedicated to love,Plot
about a young woman who lost her arm doing her favorite sport,Plot
intense gritty,Opinion
focuses on the day to day of two los angelos police officers,Plot
about the holocaust,Plot
jerry seinfeld,Actor
science fiction comedy animated,Genre
involving a human coachroach talking slime a giant woman and others fighting space aliens,Plot
alien and it s interactions with a young boy,Plot
clark cable,Actor
frank cabra,Director
the bond between a boy and his beloved dog,Plot
novel of the same name by james jones,Origin
american suspense film,Genre
which is about an old man that tries to remember his past,Plot
won an oscar for writing the screenplay,Award
don chaffrey,Director
todd armstrong,Actor
a greek hero,Plot
american biographical war,Genre
set in world war 2 about general patton,Plot
donald sutherland,Actor
about a detective who solves a missing person case,Plot
american caper film,Genre
professional grifters,Plot
american dance,Genre
he plays a very good disco dancer,Plot
the story of randall dale adams,Plot
american historical drama,Genre
richard n goodwin s memoir,Origin
animated science fiction fantasy action,Genre
brad bird,Director
a roman general who became a slave,Plot
american computer animated 3 d comedy,Genre
based on the bbc series of the same name,Origin
american romantic action comedy,Genre
retrieve his ex wife,Plot
american science fiction comedy,Genre
rob corddry,Actor
inspired by the book the scarlet letter,Origin
chronicles the life of a race horse,Plot
3 d computer animated family movie,Genre
emily giffin s book of the same name,Origin
a girl and goes through how many people she s had sex with,Plot
war drama film,Genre
american war,Genre
movie which starred real life us navy seals,Plot
mike mccoy,Director
scott waugh,Director
alexis knapp,Actor
clint eastwood justin timberlake,Actor
about an old baseball scout,Plot
chow yun fatt,Actor
best foreign film,Award
a young teen who is awkward and has to deal with high school life,Plot
breakout role,Opinion
awkward teen and details his adventures in high school,Plot
a hapless man who finds himself separated from his wife and learning how to pick up chicks from,Plot
jason bateman colin farrell kevin spacey,Actor
people who have difficult managers,Plot
ashton kutcher zach efron jon bon jovi sofia vergara,Actor
about what happened the day before the start of a new year,Plot
female ensemble,Genre
has to attend the wedding of her best friend,Plot
a recently widowed man who ultimately falls in love,Plot
they meet for the first time in the empire state building,Plot
first movie in a series,Relationship
a young boy who is left behind by his family in their house and who has to outwit some bandits,Plot
a ship that sinks due to an iceberg,Plot
main character playing a superhero from the far away galaxies,Plot
god,Opinion
curtis hanson,Director
about the life of,Plot
jay moriarty,Character_Name
moses and the israelites receiving the tablets from god on the mountain,Plot
american cocaine smuggler,Plot
cia agent who has to go to iran in the 70 s and rescue americans,Plot
academy award for best director,Award
haples steve carell,Actor
who gets separated from his wife and meets,Plot
a womanizer who shows him how to pick up women,Plot
plastic surgeon who attempts to woo,Plot
s character but ends up falling in love with,Plot
s character instead,Plot
a plastic surgeon who tries to win over,Plot
but ends up falling in love with,Plot
two men who try to catch a serial killer who kills according the seven deadly sins,Plot
two men who try to solve a series of murders based on the seven deadly sins,Plot
a king that has a severe stutter and who hires a therapist to help overcome it,Plot
a presidential candidate,Plot
that uncovers a scandal,Plot
jake gylenhaal,Actor
a viagra salesman that falls in love with a girl that has parkinson s disease,Plot
two platonic pals who decide to include sex in their relationship,Plot
lapd cop who has to stop bus from blowing up,Plot
star crossed lovers,Plot
based on the famous shakespeare story,Origin
two star crossed lovers,Plot
based on the famous shakespeare play,Origin
chronicles his life,Plot
boxer who tries to make it big,Plot
as his drug addicted brother,Plot
a woman who goes to france to win back a man but in the process falls in love with a french thief,Plot
has to bring an idiot as a party guest,Plot
juliane moore,Actor
a married couple who decide to separate after which,Plot
s character teaches,Plot
how to pick up women,Plot
a man who separates from his wife and is taken under the wing of,Plot
s character who shows him how to pick up women,Plot
details how,Plot
created facebook and details facebook s early inception at harvard,Plot
people do crazy stunts and eat nasty things for their ratings,Plot
young boy trains his powers to better himself and he wears glasses,Plot
he is fighting out in the hillside,Plot
gangsters working for a boss,Plot
ving rhames,Actor
who meet and fall in love with san francisco but then have to endure hurdles in their relationship including moving to michigan,Plot
very brilliant but troubled mathematician,Plot
as a disgruntled employee,Plot
an alien that comes to earth and becomes friends with a young boy,Plot
who has to lead a platoon to save,Plot
woman with impressive firearm skills,Plot
two men hunting down a serial killer,Plot
an american who finds himself transported to paris in the 1920 s,Plot
american man who gets transported to 1920 s paris,Plot
as a secret agent who has never told his wife,Plot
what he does,Plot
philip moeller,Director
irene dunne john boles,Actor
lionel atwill,Actor
opera singer,Plot
riccardo baroni,Character_Name
wishes to be just as good as,Plot
lassparri,Character_Name
and hires his best friend to be his manager,Plot
music by irving berlin,Soundtrack
aging broadway actress,Plot
federic fellini,Director
about journalists in rome,Plot
adaptation of the harper lee novel of the same name,Origin
play of the same name,Origin
biographical war film,Genre
life of general patton and set during world war 2,Plot
british american period film,Genre
won several oscars,Award
a lonely boy who befriends an extraterrestrial,Plot
a young chicago teen that moves to a small town,Plot
wes carven,Director
nominated for 5 academy awards,Award
teapot,Character_Name
primarily takes place on a runaway bus,Plot
medieval,Genre
lancelot,Character_Name
jungle themed comedy,Genre
small town s only hope against an evil board game,Plot
about the the scottish revolt against the tyrannical english,Plot
yun fat chow,Actor
two warriors and a nobleman s daughter search for a magical jade sword,Plot
about the man who created the cocaine market in usa,Plot
about the math whiz whose life gets turned upside down,Plot
victims chained in a bathroom and given rules to survive by a serial killer named,Plot
paul giamatti jessica biel,Actor
jessical biel,Actor
about a magician with special abilities in vienna,Plot
mid 22 century,Year
on the planet pandora,Plot
alien invasion,Plot
eric balfor,Actor
brothers strause,Director
the hapless hero who has to fight his love interest s former boyfriends,Plot
bbc series of the same name,Origin
based on the greek story of perseus,Origin
based on the greek story,Origin
american live action,Genre
adaptation of the hannah barbera cartoon,Origin
dan aykroyd,Actor
emile de ravin,Actor
american sci fi,Genre
daft punk,Soundtrack
us marshall,Plot
reuben rooster cogburn,Character_Name
rapunzel whose hair heals and escapes from the tower to have an adventure with a thief,Plot
rob letterman,Director
based on the novel of the same name by jonathan swift,Origin
high school student who sets up a rumor and is about a good grade,Plot
about a funeral that goes crazy,Plot
tilda swinton,Actor
based on the works of c s lewis,Origin
american 3 d,Genre
berkeley breathed book,Origin
an insurance agent who lives in wisconsin,Plot
computer animated action comedy,Genre
american romantic drama,Genre
francis lawrence,Director
lloyd owen,Actor
warren christie,Actor
based on a spaceship,Origin
teutonic knight returning from the crusades,Plot
saoirse ronan,Actor
french action,Genre
master piece,Opinion
involves,Plot
john lesster,Director
featuring a race car and his race,Plot
god of thunder who becomes one of the greatest defenders of the human race,Plot
based on marvel s comic book,Origin
asgardian god of thunder,Plot
1969 film cactus flower,Origin
romantic fantasy drama,Genre
based on alex flinn s novel,Origin
two men fighting for a congress seat,Plot
blockbuster hit,Opinion
a team of superheros that banded together to fight a supervillain,Plot
civil war veteran who winds up on mars as a captive,Plot
an all girls collegiate singing group who takes on their cross campus male rivals,Plot
the protagonist joins a company of dwarves to reclaim their mountain,Plot
amnesia and true love,Plot
academy award winning movie for best picture,Award
a king of britian with a speech problem,Plot
has to rescue his boss,Plot
he is the cocky gangster from cuba,Plot
30 s,Year
loosely based from a book,Origin
features a spider a rat and some pig,Plot
anthropomorphic animals,Plot
fresh adventurous,Opinion
fairy tale classic rapunzel,Origin
a young girl who is possessed by a demon,Plot
adaptation of an alice walker book,Origin
family of vampires who go to high school,Plot
she tries to win money for her class having the highest standardized test scores,Plot
a soldier who falls for a conservative girl,Plot
will ferrell ed asner,Actor
bob newhart,Actor
searching for his real dad in new york city,Plot
classic cartoon christmas,Genre
based on a comic strip,Origin
a boy his friends his dog and a bird,Plot
woodstock,Character_Name
based on a pale princess and her helpful short friends,Plot
mickey rooney,Actor
two young artists trying to make it in show biz,Plot
scruffy dog who saves the day,Plot
in a mental institution with his indian friend chief,Plot
claymation movie,Genre
skeleton and the kids that kidnap santa clause,Plot
a hunter that comes upon a drug deal gone wrong and violence ensues,Plot
a normal guy who gets memories of being a spy implanted in his head and it goes all wrong,Plot
medical encampment during the korean war,Plot
alan alda,Actor
swap bodies and learn what their own life is really about,Plot
comidy,Genre
a african american man that is able to hear animals when they are talking to him,Plot
crazy,Opinion
about theives,Plot
in which,Plot
ballet dancer that sees strange illusions,Plot
he is protecting the very last bible in existence,Plot
disney s pixar,Director
children s toys walking and talking as if they were alive,Plot
the princess who lives under the sea and wants to have legs,Plot
princess aurora,Character_Name
put under a sleeping spell until awakened by a kiss,Plot
a robot made to clean up trash on earth,Plot
lifelike cars that can talk and interact with each other that also race,Plot
the highly profitable american health care industry to other nations,Plot
really good to watch at christmas time,Opinion
famous cult classic,Opinion
about the girl whose first love returns in the form of a pirate to kidnap her from the man she is about to marry,Plot
fantasy drama,Genre
matthew broderick rutger hauer,Actor
a thief escaping a dungeon,Plot
a new york teen is transformed into a hideous monster in order to find true love,Plot
two athletes in the 1924 olympics,Plot
best picture oscar award at the 54 th academy awards,Award
they try to have their memories erased after ending their relationship,Plot
final film in an 8 film series,Relationship
boy wizard and his friends,Plot
the leader of a future resistance against the machines,Plot
about a spaceship that encounters terrible extraterrestrials,Plot
about an island inhabited by dinosaurs,Plot
song about a bonnet,Soundtrack
his family goes to a haunted hotel,Plot
he plays a hitman who teaches the art of the job to another guy,Plot
man who after a car crash decides to live life to the fullest ends up in jail and meets his gay lover,Plot
a miscreant who is reformed through a controversial program in prison that makes him incapable of committing crime,Plot
the god of thunder who comes to earth and fights his brother,Plot
tells the story of two men trying to create a broadway flop in order to bilk money from investors,Plot
about air travel,Plot
parodies disaster films,Plot
most recent bond film,Relationship
bond,Character_Name
a man who saves jewish people during the holocaust by having them work in his factory,Plot
1800 s magic entertainment shows,Plot
a mother witnessing her daughter slowly become possessed and start acting demonic ending with her being exorcised,Plot
about a teenager and his quest to find the perfect date for a dance,Plot
ballet slippers that are rouge,Plot
making a broadway show,Plot
barbarian who goes after the warlord that destroyed his village and killed his father as a child,Plot
rose mcgowan,Actor
cop who goes to find a missing girl on an island that turns out to have a strange sexual cult,Plot
famous luxury liner that sinks because of an iceberg,Plot
the girl who falls asleep and has to be kissed by a prince to wake up,Plot
guy in jail and had that really big man that died,Plot
the making of facebook,Plot
two guys who fall in love with the same woman,Plot
two lions in africa that killed a bunch of people in the late 1800 s,Plot
running for president,Plot
action animated adventure,Genre
mike thurmeier,Director
based on a fairy tale,Origin
evil witch,Plot
a king and his daughters,Plot
a ship crashes into an iceberg,Plot
jrr tolkien book,Origin
on the louisa may allcott novel,Origin
about a mother and her 4 daughters,Plot
joe carnahan,Director
involves iraq war veterans,Plot
about star crossed lovers in new york city,Plot
a one eyed marshal helping a young girl find her father s killer,Plot
famous heavy metal band on a fateful tour,Plot
ryan dunns,Actor
a ton of ridiculous stunts,Plot
a surfer enlists the help of local legend,Plot
jonny weston gerard butler,Actor
classic tragedies,Genre
kenneth brannaugh,Actor
they are in jail and play football against the guards,Plot
scientist who combines the dna of different animals to create a new hybrid animal,Plot
billy bob thorton,Actor
mentally disabled man who kills for the woman helping him,Plot
a secret fighting group,Plot
a tech specialist who is hired to record people s conversations,Plot
a viagra salesman who falls in love with a girl who has parkinson s disease,Plot
in iraq where he discovers faulty intelligence and goes rogue,Plot
brilliant mathematician,Plot
about cowboys in the west,Plot
lions in africa where the king of the land dies and his son runs away,Plot
couples and singles in new york has their lives intertwining over the course of one night,Plot
michelle pfeiffer zac efron halle berry,Actor
young male pop star,Plot
performing a live concert,Plot
a cowboy trying to save the world from aliens,Plot
mel gibson danny glover,Actor
gary busey,Actor
remake of an old movie,Origin
about a women who falls in love with the rich house owner,Plot
father and his estranged son travel around the country with their boxing robot to try and regain the glory the father knew when he was a boxer,Plot
a horse that is newly born takes over the horse racing scene,Plot
a social worker fights to save a girl from her abusive parents,Plot
plays himself as both a man and a woman,Plot
an old man learns the error of his ways on christmas eve,Plot
an ex football player who lands in jail and then has to organize a football team of convicts to play a game against the guards of the prison,Plot
and her little dog get transported to a magical world full of witches and flying monkeys,Plot
works for a record company and is trying to get a washed up rock star to his comeback concert,Plot
tawanda,Quote
committing vehicular assault,Plot
goes into other people s dreams,Plot
guy has to kill his future self who is sent back by the mafia,Plot
two nerds go on a road trip and befriend an alien,Plot
a cannibal who helps solve murders,Plot
female boxing champion who is paralyzed,Plot
keanu,Actor
a cop who must keep a bus driving above 50 mph so a bomb wo n t go off,Plot
battling the forces of the underworld,Plot
where he works on the docks,Plot
his wife cheats on him with,Plot
and he tries to win her back,Plot
peeta mellark,Character_Name
they play a boring married couple whose regular date night gets messed up,Plot
judy garland james mason,Actor
jack carson,Actor
a movie star helps a young singer actress find fame,Plot
lewis carrol,Origin
deals with age,Plot
about the the holocaust,Plot
takes place with multiple stories over multiple centuries,Plot
a young girl and she was leading a bunch of warriors,Plot
where the main guy went back in time in a lamborgini,Plot
where the man saves the jews from the nazis by employing them,Plot
teen romance drama,Genre
a wealthy woman from manhattan s upper east side,Plot
has to track down replicants who hijacked a ship in space and terminate them before they returned to earth to seek their maker,Plot
george seaton,Director
about an old man,Plot
medical drama,Genre
brendan fraser harrison ford,Actor
keri russell,Actor
mozart,Character_Name
had a hit song with the same name,Plot
astronauts that are stuck in space and have to be saved,Plot
a big green ogre,Plot
a mouse has to acquire the help of intelligent rats to move her home out of the tractor path,Plot
she pretends to sleep with geeks nerds and unpopular kids to help their reputations,Plot
princess jazmine,Character_Name
goes on a magic carpet ride with the lease character,Plot
creatures of the sea and those that are disappearing from it,Plot
fifth movie,Relationship
how you ca n t cheat death or fate,Plot
a young lady helps reunite two lost loves based on letters she found in a wall,Plot
first film in the,Relationship
first film in the series,Relationship
fourth pirates of the caribbean,Relationship
a young girl escapes from spanish fascism and into an eerie fantasy world,Plot
tourists take an extreme tour into the town in russia that was abandoned after a nuclear reactor nearly leveled it,Plot
last,Relationship
last movie,Relationship
most recent,Relationship
gay politician,Plot
literature,Origin
an explorer and a discovered tribe of lilliputuans,Plot
a detective with a sidekick that work out of scotland yard in england,Plot
1050,Year
a man and woman float down a river in a boat and find all kinds of adventures,Plot
a boy must try to defeat the seven evil exes of the girl he likes in order to win her heart,Plot
christina aguilera pink mya,Actor
lil kim,Actor
collaborated for the lead music track of the film,Soundtrack
lead an army against,Plot
army so,Plot
same,Character_Name
can get to mount doom,Plot
dc comic universe,Genre
which the main character s weakness is kryptonite,Plot
new york street dancers as they face off against hip hop dancers,Plot
based on a television show about puppets,Plot
small town whose water supply was contaminated and the population becomes crazy before they die,Plot
rebel genetic engineers trying to create a new species,Plot
a hideously disfigured masked dude who lived in a theater,Plot
the ruler of england overcoming a speech impediment,Plot
based on the greek myth of perseus,Origin
a bureaucrat in a retro future world tries to correct an administrative error and himself becomes an enemy of the state,Plot
uma thurman david carradine,Actor
joins a bunch of aging action movie starts together,Plot
robert de niro kenneth branagh,Actor
mary shelley s character,Origin
a town that banned rock music and dancing,Plot
bike messenger picks up an envelope that attracts the interest of a dirty cop,Plot
a wife and husband can not concieve but decide to plant a box with what their perfect child would be in the garden and the next day a child is grown out of the garden,Plot
unemployed actor disguises himself as a woman to get a role in a soap opera,Plot
ash,Character_Name
must battle an army of the dead and retrieve the necronomicon,Plot
she meets this guy in a different city,Plot
popular children s movie,Genre
boy who wants to save the killer whale,Plot
sir elton john,Director
the kooky man who owns a candy factory,Plot
dangerous creatures that nearly defeated,Plot
arnold schwarzeneggar,Actor
